student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,hobbies,skill_tech_python,skill_tech_excel,skill_tech_sql,skill_soft,siblings,income_father,income_mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
633,Unknown,18,Female,72.0,228-761-0274,Jackieville,mthompson@gmail.com,1981-08-14,Data Science,83.0,active,,excellent,164.0,1981-09-17,"Apartment 36, Hoffmanbury district, Tashkent, UZ, 100441","{""hobbies"": [""shoulder"", ""option""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""machine"", ""use""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1141, ""mother"": 431}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",Tashkent,Hoffmanbury district,100441,,4.0,4.0,5.0,,5.0,1141.0,431.0,laptop,HP,2024.0,phone,Xiaomi,2021.0
634,Jeffrey Greene,,Unknown,,829-506-8162,Lake Brianport,NA,2004-08-16,Data Science,,active,4.05,  excellent  ,187.0,1984-12-23,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
635,Unknown,21,Female,100.0,580-435-6016,Lake Joshua,jacobsrandy@collins-harrison.biz,1993-07-04,Data Science,,pending,,good,294.0,,UZ 100086 Tashkent Teresafort,INVALID_JSON_DATA,Tashkent,,100086,,,,,,,,,,,,,,
636,Unknown,19,Female,72.0,NA,Allenfort,NA,1984-12-25,Data Science,88.0,active,,  excellent  ,252.0,1981-12-19,UZ 100295 Tashkent Lake Cassandraburgh,"{""hobbies"": [""yeah"", ""poor""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 1}, ""soft"": [""everybody"", ""easy""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1144, ""mother"": 1098}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",Tashkent,,100295,,1.0,5.0,1.0,,5.0,1144.0,1098.0,laptop,HP,2023.0,phone,Xiaomi,2024.0
637,Melissa Floyd,18,Female,,428-590-7104,Jamestown,NA,2012-03-24,Python,,active,0.0,unknown,112.0,1991-09-11,UZ 100152 Tashkent Michaelshire,"{hobbies:['poor', 'common']}",Tashkent,,100152,,,,,,,,,,,,,,
639,Unknown,22,Male,56.0,173-057-2197,Monroeview,NA,1998-06-17,Data Science,,inactive,3.38,  excellent  ,235.0,2004-02-27,UZ 100501 Tashkent South Robert,"{""hobbies"": [""defense"", ""firm""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 1}, ""soft"": [""capital"", ""contain""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1005, ""mother"": 453}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}",Tashkent,,100501,,4.0,3.0,1.0,,1.0,1005.0,453.0,laptop,Lenovo,2020.0,phone,Apple,2020.0
640,Unknown,21,Unknown,,NA,New Amandastad,NA,,Python,,inactive,,average,121.0,1991-05-03,"BROKEN,ADDRESS,DATA,,,","{hobbies:['big', 'home']}",Tashkent,,,,,,,,,,,,,,,,
641,Unknown,20,Female,89.0,558-863-8436,Lucasstad,NA,2011-08-29,Python,,inactive,,unknown,165.0,2004-07-07,"39572 Sparks Ville, Smithfort","{hobbies:['nice', 'indeed']}",Tashkent,,39572,,,,,,,,,,,,,,
642,Kristen Wu,20,Male,,821-469-6871,Port Timothy,NA,2022-01-05,Data Science,,inactive,,  excellent  ,279.0,1988-07-02,"Apartment 23, Jayport district, Tashkent, UZ, 100728","{hobbies:['mean', 'sign']}",Tashkent,Jayport district,100728,,,,,,,,,,,,,,
643,Unknown,20,Female,,NA,West Ryan,NA,2010-07-21,Data Science,97.0,pending,,good,223.0,1986-05-28,"011 Clark Stravenue Apt. 882, Port Ericborough","{""hobbies"": [""prove"", ""rest""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 2}, ""soft"": [""carry"", ""cover""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 580, ""mother"": 929}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",Tashkent,,,,5.0,3.0,2.0,,3.0,580.0,929.0,laptop,Lenovo,2017.0,phone,Xiaomi,2021.0
644,Unknown,,Female,52.0,134-282-1013,East Angelabury,NA,1977-10-13,Python,84.0,inactive,,unknown,212.0,2025-01-03,"Apartment 5, Irwinport district, Tashkent, UZ, 100581","{'hobbies': ['plan', 'hotel'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['whose', 'glass']}, 'family': {'siblings': 1, 'income': {'father': 1063, 'mother': 604}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",Tashkent,Irwinport district,100581,,4.0,1.0,2.0,,1.0,1063.0,604.0,laptop,Lenovo,2023.0,phone,Samsung,2020.0
645,Michael Richardson,20,Male,,NA,Carsonbury,NA,,Python,95.0,pending,,unknown,247.0,2016-09-01,"Apartment 41, North Benjamin district, Tashkent, UZ, 100898","{'hobbies': ['call', 'low'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 3}, 'soft': ['scientist', 'subject']}, 'family': {'siblings': 2, 'income': {'father': 944, 'mother': 291}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,North Benjamin district,100898,,5.0,2.0,3.0,,2.0,944.0,291.0,laptop,HP,2023.0,phone,Samsung,2022.0
646,Karen Miller,18,Female,78.0,807-124-2803,New Anthonyberg,NA,1991-06-04,Python,89.0,inactive,,unknown,66.0,1992-12-12,"Apartment 12, East Christopher district, Tashkent, UZ, 100491",INVALID_JSON_DATA,Tashkent,East Christopher district,100491,,,,,,,,,,,,,,
647,Meagan Benton,19,Female,61.0,NA,West Edward,nathanortiz@stein.com,1985-11-20,Data Science,,active,,  excellent  ,299.0,2001-10-07,UZ 100647 Tashkent Fordton,INVALID_JSON_DATA,Tashkent,,100647,,,,,,,,,,,,,,
648,Michelle Turner,20,Male,,NA,Port Bethanyton,NA,,Python,,inactive,,average,84.0,,"Lake James 13-kv, dom 2, Tashkent","{""hobbies"": [""force"", ""as""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 4}, ""soft"": [""store"", ""artist""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1332, ""mother"": 579}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",Tashkent,dom 2,,,5.0,2.0,4.0,,5.0,1332.0,579.0,laptop,HP,2020.0,phone,Samsung,2020.0
649,Unknown,21,Unknown,,514-135-2854,West Eric,NA,2016-03-19,Python,,pending,,  excellent  ,61.0,2021-03-21,"Apartment 22, Thomasborough district, Tashkent, UZ, 100030","{hobbies:['close', 'lawyer']}",Tashkent,Thomasborough district,100030,,,,,,,,,,,,,,
650,Janice Sutton,18,Unknown,,NA,Carterton,NA,1974-02-08,Python,64.0,pending,,average,284.0,1986-01-21,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
651,Ryan Wilson,18,Female,65.0,641-481-4742,Michaelport,jacksonvictoria@mullins-fuller.net,2007-04-29,Data Science,98.0,active,2.23,excellent,183.0,1998-01-14,UZ 100519 Tashkent Rodneytown,"{'hobbies': ['recently', 'catch'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 1}, 'soft': ['night', 'none']}, 'family': {'siblings': 3, 'income': {'father': 310, 'mother': 480}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}",Tashkent,,100519,,3.0,5.0,1.0,,3.0,310.0,480.0,laptop,Dell,2016.0,phone,Xiaomi,2024.0
652,Unknown,18,Female,,NA,Danatown,NA,1978-02-18,Python,,inactive,0.0,excellent,131.0,,UZ 100805 Tashkent Cabreraberg,"{hobbies:['ball', 'himself']}",Tashkent,,100805,,,,,,,,,,,,,,
653,Melissa Moore DDS,20,Male,84.0,849-308-7722,South Johnton,NA,1995-11-06,Python,,pending,1.3,  excellent  ,135.0,2003-05-19,"Apartment 17, West Gregoryburgh district, Tashkent, UZ, 100707",INVALID_JSON_DATA,Tashkent,West Gregoryburgh district,100707,,,,,,,,,,,,,,
654,Tina Brown,20,Female,,NA,Ginafort,NA,1975-12-14,Python,,pending,,  excellent  ,225.0,2019-03-28,"West Jameschester 12-kv, dom 34, Tashkent","{hobbies:['commercial', 'person']}",Tashkent,dom 34,,,,,,,,,,,,,,,
655,Unknown,21,Female,94.0,NA,Grayborough,NA,2017-08-03,Data Science,,active,,good,292.0,2014-05-20,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""television"", ""sport""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 3}, ""soft"": [""security"", ""successful""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 291, ""mother"": 982}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",Tashkent,,,,4.0,2.0,3.0,,2.0,291.0,982.0,laptop,Dell,2020.0,phone,Apple,2019.0
656,Brandon Gross,22,Female,79.0,130-534-5966,Paulfort,nwong@yahoo.com,2017-03-23,Data Science,,inactive,,unknown,197.0,2007-10-15,"7610 Baker Glens Suite 376, Port Carol","{'hobbies': ['woman', 'human'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 4}, 'soft': ['power', 'read']}, 'family': {'siblings': 2, 'income': {'father': 1028, 'mother': 412}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",Tashkent,,,,2.0,2.0,4.0,,2.0,1028.0,412.0,laptop,Lenovo,2022.0,phone,Apple,2021.0
657,Eric Stewart,22,Male,74.0,NA,Williamsborough,delacruzrobert@davis.com,,Data Science,,active,,average,188.0,1993-10-20,"Shahburgh 22-kv, dom 42, Tashkent","{'hobbies': ['standard', 'attack'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 5}, 'soft': ['threat', 'this']}, 'family': {'siblings': 5, 'income': {'father': 1388, 'mother': 617}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,dom 42,,,4.0,3.0,5.0,,5.0,1388.0,617.0,laptop,Lenovo,2019.0,phone,Xiaomi,2023.0
658,Kaitlin Cobb,18,Female,,928-103-6799,Coxfort,allen61@hotmail.com,2015-07-06,Python,,inactive,,average,167.0,1992-04-28,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""clear"", ""miss""], ""skills"": {""tech"": {""python"": 2, ""excel"": 1, ""sql"": 4}, ""soft"": [""accept"", ""article""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 705, ""mother"": 1163}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2024}]}",Tashkent,,,,2.0,1.0,4.0,,3.0,705.0,1163.0,laptop,HP,2016.0,phone,Xiaomi,2024.0
659,Brittney Chapman,19,Female,60.0,NA,Nicholasbury,NA,2002-06-09,Data Science,,active,,unknown,93.0,2010-09-18,UZ 100771 Tashkent South Janet,"{hobbies:['question', 'pattern']}",Tashkent,,100771,,,,,,,,,,,,,,
660,Unknown,,Unknown,,411-969-9710,Christopherton,NA,2016-07-18,Data Science,,inactive,,excellent,259.0,2009-06-16,"West Kari 8-kv, dom 5, Tashkent","{'hobbies': ['first', 'article'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 2}, 'soft': ['less', 'interview']}, 'family': {'siblings': 4, 'income': {'father': 202, 'mother': 1468}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}",Tashkent,dom 5,,,1.0,3.0,2.0,,4.0,202.0,1468.0,laptop,Lenovo,2023.0,phone,Samsung,2019.0
661,Jennifer Chavez,21,Male,,NA,Rodriguezberg,NA,2016-10-16,Data Science,,active,,  excellent  ,160.0,2016-02-13,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""president"", ""enter""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 3}, ""soft"": [""Congress"", ""year""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1259, ""mother"": 1324}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",Tashkent,,,,5.0,2.0,3.0,,1.0,1259.0,1324.0,laptop,HP,2020.0,phone,Apple,2023.0
662,Unknown,20,Unknown,80.0,NA,Port Daniel,ageorge@gmail.com,2009-11-17,Python,,active,,unknown,73.0,1974-03-22,"Lake Christopherchester 3-kv, dom 9, Tashkent",INVALID_JSON_DATA,Tashkent,dom 9,,,,,,,,,,,,,,,
663,Thomas Bailey,,Male,,941-347-6512,Melissachester,NA,2008-08-16,Python,,inactive,,average,295.0,1975-08-14,UZ 100301 Tashkent West Jessefurt,"{'hobbies': ['build', 'break'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 2}, 'soft': ['suffer', 'meet']}, 'family': {'siblings': 0, 'income': {'father': 1290, 'mother': 1099}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}",Tashkent,,100301,,1.0,1.0,2.0,,0.0,1290.0,1099.0,laptop,Dell,2023.0,phone,Apple,2018.0
664,Joel Lam,18,Female,88.0,685-699-5473,Lake Josephbury,sharper@gmail.com,2008-05-13,Python,100.0,inactive,3.46,good,294.0,1984-10-21,"Apartment 4, Jordanton district, Tashkent, UZ, 100711","{'hobbies': ['line', 'can'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 5}, 'soft': ['talk', 'always']}, 'family': {'siblings': 2, 'income': {'father': 1167, 'mother': 863}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,Jordanton district,100711,,3.0,2.0,5.0,,2.0,1167.0,863.0,laptop,Dell,2019.0,phone,Samsung,2018.0
665,Unknown,18,Female,73.0,661-905-5823,New Wendyville,NA,2021-07-30,Python,,inactive,3.93,excellent,257.0,1991-06-23,"Apartment 35, North Davidburgh district, Tashkent, UZ, 100920","{""hobbies"": [""take"", ""group""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 4}, ""soft"": [""no"", ""kitchen""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 502, ""mother"": 570}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",Tashkent,North Davidburgh district,100920,,4.0,2.0,4.0,,4.0,502.0,570.0,laptop,HP,2020.0,phone,Apple,2024.0
666,Unknown,18,Male,60.0,445-002-4191,Johnsonburgh,NA,2002-08-19,Data Science,,inactive,,excellent,112.0,2008-07-19,"BROKEN,ADDRESS,DATA,,,","{hobbies:['as', 'court']}",Tashkent,,,,,,,,,,,,,,,,
667,Joshua Wiley,20,Female,70.0,NA,New Michael,NA,2025-03-01,Data Science,,inactive,2.35,unknown,157.0,,UZ 100944 Tashkent Paulburgh,"{hobbies:['return', 'will']}",Tashkent,,100944,,,,,,,,,,,,,,
668,Unknown,20,Unknown,,NA,South Ryan,villarrealronald@rogers.com,1998-04-23,Data Science,,active,,good,247.0,2023-12-26,"Apartment 42, Christieville district, Tashkent, UZ, 100696","{'hobbies': ['third', 'out'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 5}, 'soft': ['discussion', 'democratic']}, 'family': {'siblings': 3, 'income': {'father': 1022, 'mother': 295}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",Tashkent,Christieville district,100696,,5.0,3.0,5.0,,3.0,1022.0,295.0,laptop,Dell,2023.0,phone,Samsung,2024.0
669,Andrea Thomas,,Female,,977-535-5925,Kennethland,NA,1982-07-22,Data Science,80.0,inactive,,excellent,58.0,1994-02-20,UZ 100474 Tashkent Jasonhaven,"{'hobbies': ['live', 'arrive'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 4}, 'soft': ['soldier', 'skin']}, 'family': {'siblings': 1, 'income': {'father': 324, 'mother': 909}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,,100474,,5.0,5.0,4.0,,1.0,324.0,909.0,laptop,Lenovo,2022.0,phone,Samsung,2018.0
670,Unknown,18,Male,,NA,West Kimberly,NA,,Python,,active,3.87,good,61.0,1996-06-19,"Apartment 28, North Lauraville district, Tashkent, UZ, 100298","{hobbies:['conference', 'interest']}",Tashkent,North Lauraville district,100298,,,,,,,,,,,,,,
671,Unknown,,Male,91.0,281-592-1677,Lake Susan,frazieramber@gmail.com,2003-10-04,Data Science,,inactive,,  excellent  ,270.0,1996-07-03,"Apartment 32, West Angela district, Tashkent, UZ, 100459","{hobbies:['myself', 'wall']}",Tashkent,West Angela district,100459,,,,,,,,,,,,,,
672,Frank Ward,,Female,,NA,West Erikamouth,rowevalerie@gmail.com,2006-07-04,Data Science,,pending,,excellent,84.0,2014-05-16,UZ 100098 Tashkent North Tammy,"{""hobbies"": [""rise"", ""instead""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 5}, ""soft"": [""miss"", ""operation""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 520, ""mother"": 1164}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",Tashkent,,100098,,1.0,4.0,5.0,,2.0,520.0,1164.0,laptop,HP,2023.0,phone,Samsung,2018.0
673,Caitlin Brown,20,Female,,884-021-7757,East Jasmineborough,NA,2018-12-21,Data Science,,active,0.0,excellent,297.0,2019-01-13,UZ 100047 Tashkent Ruiztown,"{hobbies:['table', 'up']}",Tashkent,,100047,,,,,,,,,,,,,,
674,Aaron Reynolds,18,Female,93.0,366-541-5025,Johnshire,NA,1980-11-09,Data Science,,active,,good,56.0,2017-10-19,UZ 100463 Tashkent Allenberg,INVALID_JSON_DATA,Tashkent,,100463,,,,,,,,,,,,,,
675,Unknown,20,Female,68.0,565-021-8168,Vanessaburgh,rjohnson@gmail.com,2017-06-13,Data Science,92.0,pending,,  excellent  ,181.0,1982-03-23,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['bed', 'address'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 3}, 'soft': ['health', 'production']}, 'family': {'siblings': 5, 'income': {'father': 1449, 'mother': 792}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,,,,2.0,2.0,3.0,,5.0,1449.0,792.0,laptop,Dell,2020.0,phone,Samsung,2022.0
676,Keith Marshall,18,Male,,802-148-2218,Lake Ricardo,NA,,Data Science,,inactive,0.0,excellent,245.0,2022-03-22,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['security', 'artist'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 1}, 'soft': ['smile', 'area']}, 'family': {'siblings': 3, 'income': {'father': 971, 'mother': 544}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",Tashkent,,,,4.0,5.0,1.0,,3.0,971.0,544.0,laptop,Dell,2018.0,phone,Xiaomi,2019.0
677,Christopher Griffin,22,Male,,NA,New Jessicaburgh,danielsbrent@gmail.com,1995-11-27,Data Science,70.0,active,,excellent,227.0,1979-01-17,UZ 100395 Tashkent Lake Andre,"{'hobbies': ['seven', 'or'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 2}, 'soft': ['since', 'Mr']}, 'family': {'siblings': 2, 'income': {'father': 522, 'mother': 1281}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,,100395,,2.0,4.0,2.0,,2.0,522.0,1281.0,laptop,HP,2024.0,phone,Samsung,2018.0
678,Amanda Johnson,18,Female,,NA,Lake Lindsayport,NA,2015-08-10,Python,,pending,,excellent,259.0,2005-12-04,UZ 100414 Tashkent Andreafort,"{'hobbies': ['need', 'when'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 2}, 'soft': ['partner', 'notice']}, 'family': {'siblings': 2, 'income': {'father': 1056, 'mother': 1402}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}",Tashkent,,100414,,5.0,1.0,2.0,,2.0,1056.0,1402.0,laptop,HP,2024.0,phone,Apple,2024.0
679,Gary Munoz,18,Female,,966-514-1194,Port Michaelton,NA,1977-02-25,Data Science,,inactive,,average,293.0,1986-05-21,UZ 100733 Tashkent North Davidberg,"{hobbies:['smile', 'price']}",Tashkent,,100733,,,,,,,,,,,,,,
680,Tammy Haynes,18,Female,,277-516-6954,South Elizabethborough,NA,2017-03-11,Data Science,,pending,,excellent,262.0,1975-02-03,"2547 Brandon Points Suite 778, Ricetown","{hobbies:['and', 'idea']}",Tashkent,,,,,,,,,,,,,,,,
681,Jennifer Hanson,18,Male,,NA,Williamsport,NA,2020-09-27,Data Science,,active,,average,188.0,1976-04-19,"New Whitney 5-kv, dom 24, Tashkent",INVALID_JSON_DATA,Tashkent,dom 24,,,,,,,,,,,,,,,
682,Steven Rodriguez,20,Female,73.0,070-342-5040,Donnaview,NA,,Python,,active,3.89,excellent,260.0,,UZ 100158 Tashkent North Toddfurt,"{'hobbies': ['no', 'score'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 3}, 'soft': ['staff', 'beat']}, 'family': {'siblings': 5, 'income': {'father': 900, 'mother': 729}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}",Tashkent,,100158,,5.0,3.0,3.0,,5.0,900.0,729.0,laptop,Dell,2018.0,phone,Samsung,2022.0
683,Joseph Ruiz,21,Unknown,,432-376-4962,Davidfort,stoutpaul@yahoo.com,1993-12-02,Data Science,91.0,inactive,,  excellent  ,158.0,2014-05-24,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['couple', 'grow'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 2}, 'soft': ['surface', 'control']}, 'family': {'siblings': 5, 'income': {'father': 995, 'mother': 458}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",Tashkent,,,,2.0,5.0,2.0,,5.0,995.0,458.0,laptop,Lenovo,2020.0,phone,Xiaomi,2022.0
684,Unknown,22,Male,85.0,264-689-0569,Clairestad,NA,2018-07-10,Data Science,,active,,average,162.0,1989-05-13,UZ 100137 Tashkent Gloverborough,INVALID_JSON_DATA,Tashkent,,100137,,,,,,,,,,,,,,
685,Scott Vazquez,18,Female,,935-893-8079,North Rachelville,xkelley@gmail.com,,Data Science,,inactive,,  excellent  ,260.0,2010-02-28,"840 Mcdaniel Route Suite 183, Joshuatown","{""hobbies"": [""hospital"", ""address""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 3}, ""soft"": [""religious"", ""when""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1436, ""mother"": 1024}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",Tashkent,,,,1.0,4.0,3.0,,2.0,1436.0,1024.0,laptop,HP,2020.0,phone,Apple,2024.0
686,Christina Small MD,20,Unknown,66.0,474-831-4110,Port Juliaport,andreaburgess@wise.com,1976-03-07,Python,,pending,,average,177.0,,UZ 100787 Tashkent Carneyview,INVALID_JSON_DATA,Tashkent,,100787,,,,,,,,,,,,,,
687,Sarah Brown,20,Unknown,90.0,576-051-8069,Robertsville,NA,2014-05-14,Data Science,,active,,average,165.0,2008-09-17,UZ 100811 Tashkent Johnnyton,"{""hobbies"": [""who"", ""player""], ""skills"": {""tech"": {""python"": 4, ""excel"": 1, ""sql"": 2}, ""soft"": [""throw"", ""central""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1136, ""mother"": 925}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",Tashkent,,100811,,4.0,1.0,2.0,,2.0,1136.0,925.0,laptop,HP,2015.0,phone,Samsung,2022.0
